Project Name,Country,Country Full Name,Region,Date Online,Status,Technology Category,Production Technology,Carbon Capture,Type of Electricity Used for Production,Hydrogen Product,End Use,IEA zero-carbon estimated normalized capacity,Electricty Used Color(Feedstock),Latitude,Longitude
Preem CCS ,SWE,Sweden,Europe,2025,Feasibility study,Natural Gas,Steam Reforming,Yes,Other,H2,Refining,62688.22,Grey - Nat Gas Reforming,60.128161,18.643501
METHYCENTRE,FRA,France,Europe,2021,DEMO,Electrolysis,Proton Exchange Membrane Electrolysis,No,Other,Various,CH4 Grid Injection,200,Pink - Nuclear,46.227638,2.213749
Hydrogen Park Gladstone,AUS,Australia,Asia and Pacific,2022,Under construction,Electrolysis,Proton Exchange Membrane Electrolysis,No,Other,H2,Grid Injection,33.65,Pink - Nuclear,-25.274398,133.775136
"Toyota Hydrogen Centre, Altona, Victoria",AUS,Australia,Asia and Pacific,2021,Operational,Electrolysis,Unknown PtX,No,Grid,H2,Transportation,44.44,Green - Renewables,-25.274398,133.775136
GZI Next,NLD,Netherlands,Europe,2022,Feasibility study,Electrolysis,Proton Exchange Membrane Electrolysis,No,Combination Renewable,H2,Transportation,1923.08,Pink - Nuclear,52.132633,5.291266
Yanchang Integrated Carbon Capture and Storage Demonstration,CHN,China,Asia and Pacific,2021,Feasibility study,Coal,Coal Gassification,Yes,Other,H2,Refining,21544.37,Blue - Nat Gas Coal&Oil,35.86166,104.195397
Hazer group CH4 pyrolysis,AUS,Australia,Asia and Pacific,2022,Under construction,Natural Gas,Methane pyrolysis,No,Other,H2,Research,128.26,Turquoise - Nat Gas Pyrolysis,-25.274398,133.775136
ECB Omega Green biofuel project,PRY,Paraguay,Central and South America,2022,Feasibility study,Electrolysis,Alkaline Electrolysis,No,Combination Renewable,H2,Biofuels,67391.3,Green - Renewables,-23.442503,-58.443832
"Element One (Element Eins), phase 1",DEU,Germany,Europe,2022,FID,Electrolysis,Alkaline Electrolysis,No,Combination Renewable,H2,Grid Injection,4347.83,Green - Renewables,51.165691,10.451526
Air Liquide Normand’Hy,FRA,France,Europe,2025,Feasibility study,Electrolysis,Proton Exchange Membrane Electrolysis,No,Grid,H2,Refining,43478.26,Pink - Nuclear,46.227638,2.213749
"H2V59, 1st phase",FRA,France,Europe,2022,Feasibility study,Electrolysis,Alkaline Electrolysis,No,Grid,H2,Grid Injection,21739.13,Green - Renewables,46.227638,2.213749
"Arrowsmith Hydrogen Project, phase 1",AUS,Australia,Asia and Pacific,2025,Feasibility study,Electrolysis,Alkaline Electrolysis,No,Combination Renewable,H2,Ammonia,11704.12,Green - Renewables,-25.274398,133.775136
Bad Lauchstädt energy park,DEU,Germany,Europe,2023,FID,Electrolysis,Alkaline Electrolysis,No,Solar PV,H2,Grid Injection,6521.74,Green - Renewables,51.165691,10.451526
"DJEWELS Chemiepark - Delfzijl, Phase 1",NLD,Netherlands,Europe,2022,Feasibility study,Electrolysis,Alkaline Electrolysis,No,Offshore wind,Various,Methanol,4347.83,Green - Renewables,52.132633,5.291266
UpHy,AUT,Austria,Europe,2022,FID,Electrolysis,Proton Exchange Membrane Electrolysis,No,Other,H2,Transportation,1153.85,Pink - Nuclear,47.516231,14.550072
Referenzkraftwerk Lausitz,DEU,Germany,Europe,2022,DEMO,Electrolysis,Proton Exchange Membrane Electrolysis,No,Other,H2,Power,10,Pink - Nuclear,51.165691,10.451526
Lake Charles Methanol,USA,United States,North America,2025,Feasibility study,Oil,Petroleum Coke,Yes,Other,MeOH,Methanol,251351.01,Blue - Nat Gas Coal&Oil,37.09024,-95.712891
PGNiG - INGRID,POL,Poland,Europe,2022,Feasibility study,Electrolysis,Unknown PtX,No,Other,H2,Grid Injection,,Green - Renewables,51.919438,19.145136
"DJEWELS Chemiepark - Delfzijl, Phase 2",NLD,Netherlands,Europe,2023,Feasibility study,Electrolysis,Unknown PtX,No,Offshore wind,Synfuels,Synfuels,8888.89,Green - Renewables,52.132633,5.291266
H2ermes,NLD,Netherlands,Europe,2025,Feasibility study,Electrolysis,Unknown PtX,No,Other,H2,Iron & Steel,22222.22,Green - Renewables,52.132633,5.291266
"H2V59, 2nd phase",FRA,France,Europe,2023,Feasibility study,Electrolysis,Alkaline Electrolysis,No,Grid,H2,Grid Injection,21739.13,Green - Renewables,46.227638,2.213749
Hybridge,DEU,Germany,Europe,2023,Feasibility study,Electrolysis,Alkaline Electrolysis,No,Grid,H2,Grid Injection,0,Green - Renewables,51.165691,10.451526
H2M,NLD,Netherlands,Europe,2027,Feasibility study,Natural Gas,Methane pyrolysis,Yes,Other,H2,Power,162989.38,Turquoise - Nat Gas Pyrolysis,52.132633,5.291266
Wabash Valley Resources ,USA,United States,North America,2024,Feasibility study,Oil,Petroleum Coke,Yes,Other,H2,Research,98745.04,Blue - Nat Gas Coal&Oil,37.09024,-95.712891
"Etzel, Salt caverns",DEU,Germany,Europe,2007,DEMO,Electrolysis,Unknown PtX,No,Other,H2,Transportation,,Green - Renewables,51.165691,10.451526
"Shell heavy residue gasification CCU - Pernis refinery (in 2024, the CCU project will become CCUS - ref1323 - once Porhtos project is available)",NLD,Netherlands,Europe,2005,Operational,Oil,Oil Residue Gassification,Yes,Other,H2,Refining,23938.19,Blue - Nat Gas Coal&Oil,52.132633,5.291266
Bio Energy Netherlands,NLD,Netherlands,Europe,,Feasibility study,Biomass,Biomass gasification,No,Other,H2,Research,,Brown - Biomass ,52.132633,5.291266
Blue Hydrogen Den Helder,NLD,Netherlands,Europe,,Feasibility study,Electrolysis,Alkaline Electrolysis,Yes,Other,H2,Grid Injection,,Green - Renewables,52.132633,5.291266
Nemo Hydrogen Project,GRC,Greece,Europe,2025,Concept,Electrolysis,Unknown PtX,No,Solar PV,H2,Refining,22222.22,Green - Renewables,39.074208,21.824312
Baicheng City Bus Company - Songyuan City,CHN,China,Asia and Pacific,2021,Under construction,Electrolysis,Unknown PtX,No,Other,H2,Transportation,,Green - Renewables,35.86166,104.195397
Repsol advanced biofuels plant Cartagena,ESP,Spain,Europe,2023,FID,Electrolysis,Unknown PtX,No,Combination Renewable,H2,Biofuels,,Green - Renewables,40.463667,-3.74922
H2-based residential area in Van der Veen,NLD,Netherlands,Europe,,FID,Electrolysis,Unknown PtX,No,Other,H2,Domestic Heat,,Green - Renewables,52.132633,5.291266
H2Gas,ESP,Spain,Europe,,Concept,Electrolysis,Unknown PtX,No,Solar PV,H2,Grid Injection,,Green - Renewables,40.463667,-3.74922
Long Beach Fuel Cell plant,USA,United States,North America,2023,Under construction,Biomass,Biogas reforming,No,Other,H2,Transportation,,Brown - Biomass ,37.09024,-95.712891
Producing Hydrogen by Gasification of Biomass in 'het Groene Hart',NLD,Netherlands,Europe,,DEMO,Biomass,Biomass gasification,No,Other,H2,Other Industries,,Brown - Biomass ,52.132633,5.291266
Ramboll study for an e-fuel plant in Greenland,DNK,Denmark,Europe,,Feasibility study,Electrolysis,Unknown PtX,No,Hydropower,MeOH,Methanol,,Green - Renewables,56.26392,9.501785
 Saint-Brieuc Armor Agglomeration production plant,FRA,France,Europe,2023,Feasibility study,Electrolysis,Unknown PtX,No,Combination Renewable,H2,Transportation,,Green - Renewables,46.227638,2.213749
"Giner ELX, H2@Scale (Florida)",USA,United States,North America,2021,DEMO,Electrolysis,Proton Exchange Membrane Electrolysis,No,Grid,H2,Power,96.15,Pink - Nuclear,37.09024,-95.712891
"Exelon, H2@Scale",USA,United States,North America,2021,DEMO,Electrolysis,Proton Exchange Membrane Electrolysis,No,Nuclear,H2,Transportation,192.31,Pink - Nuclear,37.09024,-95.712891
"Frontier Energy, H2@Scale - electrolysis",USA,United States,North America,2020,DEMO,Electrolysis,Proton Exchange Membrane Electrolysis,No,Combination Renewable,H2,Transportation,9.36,Pink - Nuclear,37.09024,-95.712891
"DJEWELS Chemiepark - Delfzijl, Phase 3",NLD,Netherlands,Europe,2030,Feasibility study,Electrolysis,Unknown PtX,No,Offshore wind,MeOH,Methanol,8888.89,Green - Renewables,52.132633,5.291266
Curthyl,NLD,Netherlands,Europe,2025,Feasibility study,Electrolysis,Unknown PtX,No,Other,H2,Other Industries,22222.22,Green - Renewables,52.132633,5.291266
Deltaurus 1,NLD,Netherlands,Europe,2024,Feasibility study,Electrolysis,Unknown PtX,No,Other,H2,Refining,33333.33,Green - Renewables,52.132633,5.291266
Deltaurus 3,NLD,Netherlands,Europe,2027,Feasibility study,Electrolysis,Unknown PtX,No,Other,H2,Grid Injection,155555.56,Green - Renewables,52.132633,5.291266
"North CCU HUB, phase 3 (Deltaurus 4)",BEL,Belgium,Europe,2030,Concept,Electrolysis,Unknown PtX,No,Offshore wind,Various,Other Industries,66666.67,Green - Renewables,50.503887,4.469936
Vlissingen - VoltH2 - phase I,NLD,Netherlands,Europe,2023,Feasibility study,Electrolysis,Unknown PtX,No,Offshore wind,H2,Grid Injection,5555.56,Green - Renewables,52.132633,5.291266
"HySynergy, phase 2",DNK,Denmark,Europe,2025,Feasibility study,Electrolysis,Unknown PtX,No,Combination Renewable,H2,Refining,66666.67,Green - Renewables,56.26392,9.501785
Green lab skive,DNK,Denmark,Europe,2022,Under construction,Electrolysis,Unknown PtX,No,Combination Renewable,MeOH,Methanol,2666.67,Green - Renewables,56.26392,9.501785
"Shell China - Zhangjiakou, phase 1",CHN,China,Asia and Pacific,2022,Operational,Electrolysis,Alkaline Electrolysis,No,Onshore wind,H2,Transportation,4444.44,Green - Renewables,35.86166,104.195397
Dobrogea wind farm,ROU,Romania,Europe,2021,Concept,Electrolysis,Unknown PtX,No,Onshore wind,H2,Biofuels,,Green - Renewables,45.943161,24.96676
"Aberdeen Hydrogen Hub, phase I",GBR,United Kingdom,Europe,2024,FID,Electrolysis,Unknown PtX,No,Other,H2,Domestic Heat,,Green - Renewables,55.378051,-3.435973
"Fortescue Metals Group - Bell Bay, Tasmania",AUS,Australia,Asia and Pacific,,Feasibility study,Electrolysis,Unknown PtX,No,Combination Renewable,Ammonia,Ammonia,55555.56,Green - Renewables,-25.274398,133.775136
H2HUB,FRA,France,Europe,,Concept,Electrolysis,Unknown PtX,No,Solar PV,H2,Transportation,,Green - Renewables,46.227638,2.213749
"Meirama plant, phase 1",ESP,Spain,Europe,,Feasibility study,Electrolysis,Unknown PtX,No,Onshore wind,H2,Biofuels,11111.11,Green - Renewables,40.463667,-3.74922
EMEC tidal-battery-hydrogen demo,GBR,United Kingdom,Europe,2025,DEMO,Electrolysis,Proton Exchange Membrane Electrolysis,No,Combination Renewable,H2,Transportation,148.89,Pink - Nuclear,55.378051,-3.435973
Orange-BAT Puerto Valencia,ESP,Spain,Europe,,Concept,Electrolysis,Unknown PtX,No,Grid,H2,Domestic Heat,,Green - Renewables,40.463667,-3.74922
Huaneng electrolysis plant in Western Sichuan,CHN,China,Asia and Pacific,,FID,Electrolysis,Unknown PtX,No,Hydropower,H2,Power,6000,Green - Renewables,35.86166,104.195397
H-Vision (phase 2),NLD,Netherlands,Europe,2030,Feasibility study,Natural Gas,Autothermal Reforming,Yes,Other,H2,Refining,225677.6,Grey - Nat Gas Reforming,52.132633,5.291266
HaYrport,BEL,Belgium,Europe,2022,FID,Electrolysis,Unknown PtX,No,Other,H2,Transportation,166.67,Green - Renewables,50.503887,4.469936
"Power-to-Methanol, Antwerp, phase 2",BEL,Belgium,Europe,,Concept,Electrolysis,Unknown PtX,No,Offshore wind,MeOH,Methanol,20000,Green - Renewables,50.503887,4.469936
"Hyport, phase 2",BEL,Belgium,Europe,2030,Concept,Electrolysis,Unknown PtX,No,Offshore wind,H2,Transportation,55555.56,Green - Renewables,50.503887,4.469936
"IPCEI Green Crane, Italy Hubs",ITA,Italy,Europe,,Concept,Electrolysis,Unknown PtX,No,Combination Renewable,H2,Transportation,170888.89,Green - Renewables,41.87194,12.56738
White Dragon,GRC,Greece,Europe,2029,Feasibility study,Electrolysis,Unknown PtX,No,Combination Renewable,H2,Combined Heat and Power,320660.82,Green - Renewables,39.074208,21.824312
"North CCU HUB, phase 2. North-C -full scale",BEL,Belgium,Europe,2028,Concept,Electrolysis,Unknown PtX,No,Combination Renewable,Various,Ammonia,52666.67,Green - Renewables,50.503887,4.469936
HRS Halle (Continued as Ref148),BEL,Belgium,Europe,,DEMO,Electrolysis,Alkaline Electrolysis,No,Onshore wind,H2,Transportation,60,Green - Renewables,50.503887,4.469936
HRS Wilrijk,BEL,Belgium,Europe,2021,Under construction,Electrolysis,Proton Exchange Membrane Electrolysis,No,Other,H2,Transportation,60,Pink - Nuclear,50.503887,4.469936
Origin Energy Tasmania’s Bell Bay,AUS,Australia,Asia and Pacific,2025,Feasibility study,Electrolysis,Unknown PtX,No,Combination Renewable,Ammonia,Ammonia,97006.62,Green - Renewables,-25.274398,133.775136
H2One Multistation- Tsuruga City,JPN,Japan,Asia and Pacific,2020,Operational,Electrolysis,Proton Exchange Membrane Electrolysis,No,Grid,H2,Transportation,1,Pink - Nuclear,36.204824,138.252924
"H100 Fife Project, Levenmouth",GBR,United Kingdom,Europe,2023,FID,Electrolysis,Alkaline Electrolysis,No,Combination Renewable,H2,Domestic Heat,1111.11,Green - Renewables,55.378051,-3.435973
Steag-Thyssenkrupp Duisburg steel plant (HydrOxy Hub Walsum),DEU,Germany,Europe,2025,Feasibility study,Electrolysis,Alkaline Electrolysis,No,Grid,H2,Iron & Steel,88888.89,Green - Renewables,51.165691,10.451526
Gela refinery,ITA,Italy,Europe,2023,Feasibility study,Electrolysis,Proton Exchange Membrane Electrolysis,No,Combination Renewable,H2,Refining,3846.15,Pink - Nuclear,41.87194,12.56738
Taranto Sustainable Refinery,ITA,Italy,Europe,2023,Feasibility study,Electrolysis,Proton Exchange Membrane Electrolysis,No,Combination Renewable,H2,Refining,1923.08,Pink - Nuclear,41.87194,12.56738
Plug Power-Brookfield Renewable Susquehanna River (Pen) project,USA,United States,North America,2022,FID,Electrolysis,Unknown PtX,No,Combination Renewable,H2,Transportation,7022.47,Green - Renewables,37.09024,-95.712891
"BENORTH2 (Amorebieta-Boroa power plant), phase 1",ESP,Spain,Europe,2022,FID,Electrolysis,Unknown PtX,No,Grid,H2,Power,4444.44,Green - Renewables,40.463667,-3.74922
"BENORTH2 (Amorebieta-Boroa power plant), phase 2",ESP,Spain,Europe,2030,Feasibility study,Electrolysis,Unknown PtX,No,Grid,H2,Power,40000,Green - Renewables,40.463667,-3.74922
Camberra HRS,AUS,Australia,Asia and Pacific,2021,Operational,Electrolysis,Proton Exchange Membrane Electrolysis,No,Combination Renewable,H2,Transportation,10,Pink - Nuclear,-25.274398,133.775136
Recycle Carbone Varennes biofuels plant,CAN,Canada,North America,2024,Under construction,Electrolysis,Unknown PtX,No,Combination Renewable,H2,Biofuels,19555.56,Green - Renewables,56.130366,-106.346771
Beijing Jingneng Power Company,CHN,China,Asia and Pacific,,Concept,Electrolysis,Unknown PtX,No,Combination Renewable,H2,Transportation,641321.64,Green - Renewables,35.86166,104.195397
REDDAP,DNK,Denmark,Europe,2023,FID,Electrolysis,Alkaline Electrolysis,No,Combination Renewable,Ammonia,Ammonia,2222.22,Green - Renewables,56.26392,9.501785
Wallonia e-methane project,BEL,Belgium,Europe,2025,Feasibility study,Electrolysis,Unknown PtX,No,Combination Renewable,CH4,CH4 Grid Injection,16666.67,Green - Renewables,50.503887,4.469936
"Get H2 Lingen, phase 4",DEU,Germany,Europe,2025,Feasibility study,Electrolysis,Proton Exchange Membrane Electrolysis,No,Offshore wind,H2,Refining,19230.77,Pink - Nuclear,51.165691,10.451526
"NortH2, phase 2",NLD,Netherlands,Europe,2030,Feasibility study,Electrolysis,Unknown PtX,No,Offshore wind,H2,Refining,666666.67,Green - Renewables,52.132633,5.291266
"NortH2, phase 3",NLD,Netherlands,Europe,,Concept,Electrolysis,Unknown PtX,No,Offshore wind,H2,Refining,1555555.56,Green - Renewables,52.132633,5.291266
"AquaPrimus (AquaVentus, phase 1), Heligoland",DEU,Germany,Europe,2025,Feasibility study,Electrolysis,Unknown PtX,No,Offshore wind,H2,CH4 Grid Injection,6222.22,Green - Renewables,51.165691,10.451526
Pacific Solar Hydrogen,AUS,Australia,Asia and Pacific,2024,Concept,Electrolysis,Unknown PtX,No,Solar PV,H2,Transportation,256528.65,Green - Renewables,-25.274398,133.775136
H2-hub Gladstone (Queensland) - phases 2-3,AUS,Australia,Asia and Pacific,2030,Feasibility study,Electrolysis,Unknown PtX,No,Combination Renewable,Ammonia,Ammonia,633333.33,Green - Renewables,-25.274398,133.775136
Brande Hydrogen project,DNK,Denmark,Europe,2021,DEMO,Electrolysis,Proton Exchange Membrane Electrolysis,No,Offshore wind,H2,Transportation,76.92,Pink - Nuclear,56.26392,9.501785
Hydrogen trial in Dalmine steel mill,ITA,Italy,Europe,,Feasibility study,Electrolysis,Unknown PtX,No,Combination Renewable,H2,Iron & Steel,4444.44,Green - Renewables,41.87194,12.56738
Horizeo project ,FRA,France,Europe,,Feasibility study,Electrolysis,Unknown PtX,No,Solar PV,H2,Methanol,,Green - Renewables,46.227638,2.213749
Deep Purple,NOR,Norway,Europe,,DEMO,Electrolysis,Unknown PtX,No,Offshore wind,H2,Power,,Green - Renewables,60.472024,8.468946
Pinto waste water plant,ESP,Spain,Europe,,Feasibility study,Electrolysis,Unknown PtX,No,Combination Renewable,H2,Other Industries,,Green - Renewables,40.463667,-3.74922
Linde Leuna Chemical Complex,DEU,Germany,Europe,2022,FID,Electrolysis,Proton Exchange Membrane Electrolysis,No,Other,H2,Transportation,4615.38,Pink - Nuclear,51.165691,10.451526
"Project Haber, phase 1",AUS,Australia,Asia and Pacific,2024,Feasibility study,Electrolysis,Unknown PtX,No,Onshore wind,H2,Grid Injection,2222.22,Green - Renewables,-25.274398,133.775136
Grupa Lotos refinery,POL,Poland,Europe,2025,Feasibility study,Electrolysis,Unknown PtX,No,Combination Renewable,H2,Refining,22222.22,Green - Renewables,51.919438,19.145136
Vattenfall's Moorburg plant,DEU,Germany,Europe,2025,Feasibility study,Electrolysis,Unknown PtX,No,Combination Renewable,H2,Methanol,22222.22,Green - Renewables,51.165691,10.451526
H2TAS - phase I,AUS,Australia,Asia and Pacific,2023,Feasibility study,Electrolysis,Unknown PtX,No,Combination Renewable,H2,Transportation,2222.22,Green - Renewables,-25.274398,133.775136
Sumitomo Queensland,AUS,Australia,Asia and Pacific,2023,Feasibility study,Electrolysis,Unknown PtX,No,Solar PV,H2,Transportation,352.73,Green - Renewables,-25.274398,133.775136
Sumitomo Oman,OMN,Oman,Middle East,2025,Concept,Natural Gas,Steam Reforming,No,Other,H2,Transportation,,Grey - Nat Gas Reforming,21.512583,55.923255
Sumitomo Malaysia,MYS,Malaysia,Asia and Pacific,,Feasibility study,Electrolysis,Unknown PtX,No,Hydropower,H2,Other Industries,,Green - Renewables,4.210484,101.975766
H24All,ESP,Spain,Europe,2025,Feasibility study,Electrolysis,Alkaline Electrolysis,No,Other,H2,Refining,21739.13,Green - Renewables,40.463667,-3.74922
As Pontes power plant,ESP,Spain,Europe,2025,Feasibility study,Electrolysis,Unknown PtX,No,Onshore wind,H2,Biofuels,22222.22,Green - Renewables,40.463667,-3.74922
Esslingen District,DEU,Germany,Europe,2021,Under construction,Electrolysis,Alkaline Electrolysis,No,Grid,H2,Grid Injection,108.7,Green - Renewables,51.165691,10.451526
Compostilla - Endesa,ESP,Spain,Europe,2023,Feasibility study,Electrolysis,Unknown PtX,No,Solar PV,H2,Methanol,888.89,Green - Renewables,40.463667,-3.74922
Seseña - Endesa,ESP,Spain,Europe,2024,Feasibility study,Electrolysis,Unknown PtX,No,Solar PV,H2,Methanol,888.89,Green - Renewables,40.463667,-3.74922
Huelva - Endesa,ESP,Spain,Europe,2024,Feasibility study,Electrolysis,Unknown PtX,No,Solar PV,H2,Methanol,22222.22,Green - Renewables,40.463667,-3.74922
Hidrogeno El Cierzo,ESP,Spain,Europe,2023,Feasibility study,Electrolysis,Unknown PtX,No,Onshore wind,H2,Transportation,1600,Green - Renewables,40.463667,-3.74922
Tarragona - Endesa,ESP,Spain,Europe,2024,Feasibility study,Electrolysis,Unknown PtX,No,Solar PV,H2,Methanol,4444.44,Green - Renewables,40.463667,-3.74922
Teruel - Endesa,ESP,Spain,Europe,2024,Feasibility study,Electrolysis,Unknown PtX,No,Combination Renewable,H2,Methanol,13333.33,Green - Renewables,40.463667,-3.74922
Almeria - Endesa,ESP,Spain,Europe,2024,Feasibility study,Electrolysis,Unknown PtX,No,Solar PV,H2,Methanol,4444.44,Green - Renewables,40.463667,-3.74922
Barranco de Tirajana - Endesa,ESP,Spain,Europe,2025,Feasibility study,Electrolysis,Unknown PtX,No,Solar PV,H2,Methanol,1555.56,Green - Renewables,40.463667,-3.74922
